unit:id:admin	unit:name	unit:classification	unit:relation_type	unit:related_unit_id:admin	unit:related_unit	unit:related_unit_class	unit:related_unit_first_cited_date	unit:related_unit_first_cited_date_start	unit:related_unit_last_cited_date	unit:related_unit_open
0107df37-7410-4ec0-b288-2a76f7cb8cdf	Brigade Territoriale (Sadiola)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2019-01-19	N	2019-02-24	Y
1dfcf16d-ec7f-4d4e-9734-498b82ae9586	Brigade Territoriale (San)	Gendarmerie;Military	child	9ed9d9ee-3748-4e32-a405-d4cefbff5b5f	Compagnie Territoriale (San)	Command	2017-10-09	N		Y
5893d087-2eb5-4578-ab5e-0256496f614d	Brigade Territoriale (Sandaré)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2019-01-19	N	2020-08-04	Y
02c18c66-8750-44ca-95bd-a74881882d1c	Brigade Territoriale (Sangarebougou)	Gendarmerie;Military	child	fa0acf48-67e8-49a2-9a21-23c982dd7c31	Compagnie Territoriale (Bamako Rive Gauche)	Command	2017-10-09	N		Y
37c2e09f-5916-4938-a7c0-6a4a35da1230	Brigade Territoriale (Sangarébougou)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2017-01-18	N	2019-01-19	Y
e61df4af-dedf-40cf-8d38-3158dfbc1928	Brigade Territoriale (Sangha)	Gendarmerie;Military	child	5553eda1-d1c6-465b-af46-7f6f4738f5dd	Compagnie Territoriale (Bandiagara)	Command	2017-10-09	N		Y
a5f0d295-8aef-4c82-81e3-dfe816b74904	Brigade Territoriale (Saye)	Gendarmerie;Military	child	31b0f888-cece-40ac-85c8-96974ba28c64	Compagnie Territoriale (Ségou)	Command	2017-10-09	N		Y
58ee6343-826c-46f1-8c94-efc1ad5cff2c	Brigade Territoriale (Ségou)	Gendarmerie;Military	child	31b0f888-cece-40ac-85c8-96974ba28c64	Compagnie Territoriale (Ségou)	Command	2017-10-09	N		Y
45c7f13a-b62a-4c06-8b08-cad44338a9c9	Brigade Territoriale (Sélingué)	Gendarmerie;Military	child	fa0acf48-67e8-49a2-9a21-23c982dd7c31	Compagnie Territoriale (Bamako Rive Gauche)	Command	2020-03-19	N		Y
004e7be8-0007-4fbd-a472-429be160fc32	Brigade Territoriale (Sénou)	Gendarmerie;Military	child	f85467eb-0021-4325-b7bb-156391d8b32a	Compagnie Territoriale (Bamako Rive Droite)	Command	2017-10-09	N		Y
389b19ab-dd56-441c-bc37-347d9d5d8d0f	Brigade Territoriale (Sévaré)	Gendarmerie;Military	child	0542e865-157a-44e5-ac15-fd168c062d13	Compagnie Territoriale (Mopti)	Command	2017-10-09	N		Y
0e816a74-7b15-49a1-9feb-dacdf893e9db	Brigade Territoriale (Siby)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2015-02-27	N	2019-01-19	Y
600a0f3e-1bc7-4ce8-9a8c-61fafc1e9033	Brigade Territoriale (Sikasso)	Gendarmerie;Military	child	a3e69c06-7c23-4290-98b9-2f37fa0b2628	Compagnie Territoriale (Sikasso)	Command	2019-01-15	N		Y
e5081fcd-f999-4bb9-8ed1-6695e48f43cc	Brigade Territoriale (Tamani)	Gendarmerie;Military	child	31b0f888-cece-40ac-85c8-96974ba28c64	Compagnie Territoriale (Ségou)	Command	2017-10-09	N		Y
2a6de063-3f2a-421c-91ca-a9f130c04809	Brigade Territoriale (Tenenkou)	Gendarmerie;Military	child	0542e865-157a-44e5-ac15-fd168c062d13	Compagnie Territoriale (Mopti)	Command	2017-10-09	N		Y
2fd5ea26-3732-48d7-a787-e3b3a7804bfc	Brigade Territoriale (Tessalit)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2015-04-30	N	2019-01-19	Y
fe0f02f1-093c-458a-a00a-98f7c0715e42	Brigade Territoriale (Tessit)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2016-01-10	N	2019-01-19	Y
aab75b8b-ff4f-4b7c-b868-6e41f849305a	Brigade Territoriale (Timbuktu)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2015-07-08	N	2019-01-19	Y
3d7dd134-ac65-4167-956d-f43e0cc569dd	Brigade Territoriale (Timissa)	Gendarmerie;Military	child	9ed9d9ee-3748-4e32-a405-d4cefbff5b5f	Compagnie Territoriale (San)	Command	2017-10-09	N		Y
54e635a1-74fc-417a-989d-c0ed8922f2e9	Brigade Territoriale (Tominian)	Gendarmerie;Military	child	9ed9d9ee-3748-4e32-a405-d4cefbff5b5f	Compagnie Territoriale (San)	Command	2017-10-09	N		Y
90d0e7b1-57a8-4a04-b5d6-613f239cc7da	Brigade Territoriale (Tonka)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2015-07-08	N	2019-01-19	Y
9631f2a4-e7c3-4012-82ef-1b63c292ba62	Brigade Territoriale (Yanfolila)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2011-02-02	N		Y
5b2b8ae2-a6f3-4a7d-ad31-83a0de7f3207	Brigade Territoriale (Yélimané)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2019-01-19	N	2019-12-05	Y
24e7dbd1-31fa-445c-a2c7-1fdb95cf8d1e	Brigade Territoriale (Yorosso)	Gendarmerie;Military	child	13ade254-a92f-4be8-827d-a890f20f246a	Unknown Compagnie Territoriale	Command	2015-04-30	N	2019-01-19	Y
f2c435d8-3232-4de9-a88f-534d50d51415	Brigade Territoriale (Youwarou)	Gendarmerie;Military	child	0542e865-157a-44e5-ac15-fd168c062d13	Compagnie Territoriale (Mopti)	Command	2017-10-09	N		Y
c79cfc50-e2e2-4d52-9047-ce4417aece52	Compagnie des Transports Aériens	Gendarmerie;Military	child	9e26212a-5685-4d37-8e5a-dc95224213b9	Groupement des Transports Aériens	Command	2017-10-09	Y		Y
9c591256-0c09-4822-85f6-444e68491c00	Compagnie Fluviale (Mopti)	Gendarmerie;Military	child	1ef1e81f-0bfc-4bfb-9249-fcd99205d5d4	Groupement Mixte (Mopti)	Command	2017-10-09	Y		Y
7693fcba-e624-49ec-9653-0124b4d9f920	Compagnie Méhariste (Abeïbara)	National Guard;Military	child	26b3dc7c-e565-4963-8e7a-22172e1e3243	Unknown Groupement Mobile Nationale)	Command	2018-02-	N		Y
704f5003-26ad-412e-9d5b-e5aa2ce8dba6	Compagnie Méhariste (Gossi)	National Guard;Military	child	26b3dc7c-e565-4963-8e7a-22172e1e3243	Unknown Groupement Mobile Nationale)	Command	2018-02-	N		Y
3393f323-fddd-49a5-b52b-f103bea6ddcb	Compagnie Méhariste (Léré)	National Guard;Military	child	26b3dc7c-e565-4963-8e7a-22172e1e3243	Unknown Groupement Mobile Nationale)	Command	2018-02-	N		Y
691e449d-8c84-4089-b9e1-4efb7588be14	Compagnie Méhariste (Ménaka)	National Guard;Military	child	26b3dc7c-e565-4963-8e7a-22172e1e3243	Unknown Groupement Mobile Nationale)	Command	2018-02-	N		Y
f85467eb-0021-4325-b7bb-156391d8b32a	Compagnie Territoriale (Bamako Rive Droite)	Gendarmerie;Military	child	4a39a880-6b51-4b03-b70f-8a508f670021	Groupement Territoriale (Bamako)	Command	2017-10-09	Y		Y
fa0acf48-67e8-49a2-9a21-23c982dd7c31	Compagnie Territoriale (Bamako Rive Gauche)	Gendarmerie;Military	child	4a39a880-6b51-4b03-b70f-8a508f670021	Groupement Territoriale (Bamako)	Command	2017-10-09	Y		Y
5553eda1-d1c6-465b-af46-7f6f4738f5dd	Compagnie Territoriale (Bandiagara)	Gendarmerie;Military	child	f3a857dd-b047-4631-9359-0df60fb282ee	Groupement Territoriale (Bandiagara)	Command	2017-10-09	Y		Y
057dc644-3923-48e1-b8aa-afe7d98b2a68	Compagnie Territoriale (Douentza)	Gendarmerie;Military	child	1ef1e81f-0bfc-4bfb-9249-fcd99205d5d4	Groupement Mixte (Mopti)	Command	2017-10-09	Y		Y
8e5964c0-e58e-49fd-92d1-372e2b56c5fa	Compagnie Territoriale (Gao)	Gendarmerie;Military	child	e9bf2b47-a277-4048-a2ab-ef57554dedeb	Unknown Groupement Territoriale	Command	2019-01-19	N		Y
6ffcfc85-9c5d-42d7-ae8d-83e0c8a13f4a	Compagnie Territoriale (Kayes)	Gendarmerie;Military	child	e9bf2b47-a277-4048-a2ab-ef57554dedeb	Unknown Groupement Territoriale	Command	2019-01-19	N		Y
9ba38934-e36c-4808-819b-8a27e0802025	Compagnie Territoriale (Koro)	Gendarmerie;Military	child	f3a857dd-b047-4631-9359-0df60fb282ee	Groupement Territoriale (Bandiagara)	Command	2017-10-09	Y		Y
e0489e97-a877-43fa-a8b1-bbc4e43bccf8	Compagnie Territoriale (Koulikoro)	Gendarmerie;Military	child	e9bf2b47-a277-4048-a2ab-ef57554dedeb	Unknown Groupement Territoriale	Command	2019-01-19	N		Y
0542e865-157a-44e5-ac15-fd168c062d13	Compagnie Territoriale (Mopti)	Gendarmerie;Military	child	1ef1e81f-0bfc-4bfb-9249-fcd99205d5d4	Groupement Mixte (Mopti)	Command	2017-10-09	Y		Y
d0a76aa7-1c8b-43ad-8d3e-cab1784e3364	Compagnie Territoriale (Niono)	Gendarmerie;Military	child	87840c92-c69e-4d27-b14e-0e8953bdd00b	Groupement Territoriale (Ségou)	Command	2017-10-09	Y		Y
9ed9d9ee-3748-4e32-a405-d4cefbff5b5f	Compagnie Territoriale (San)	Gendarmerie;Military	child	87840c92-c69e-4d27-b14e-0e8953bdd00b	Groupement Territoriale (Ségou)	Command	2017-10-09	Y		Y
31b0f888-cece-40ac-85c8-96974ba28c64	Compagnie Territoriale (Ségou)	Gendarmerie;Military	child	87840c92-c69e-4d27-b14e-0e8953bdd00b	Groupement Territoriale (Ségou)	Command	2017-10-09	Y		Y
a3e69c06-7c23-4290-98b9-2f37fa0b2628	Compagnie Territoriale (Sikasso)	Gendarmerie;Military	child	525482ec-6b9d-47ec-aeb6-846eaf165da5	Groupement Territoriale (Sikasso)	Command	2019-01-15	N		Y
262ff74a-132f-4d68-8f15-748b21d1f940	Escadron 4/1	Gendarmerie;Military	child	1c514274-37e2-450a-8bbc-0b53856e2315	Groupement Mobile (Ségou)	Command	2017-10-09	Y		Y
14bc12a8-cbce-4ca0-97cd-9b45550eeda1	Escadron 4/2	Gendarmerie;Military	child	1c514274-37e2-450a-8bbc-0b53856e2315	Groupement Mobile (Ségou)	Command	2017-10-09	Y		Y
cc1d16db-2b05-42a7-ae88-64c37d9128e3	Escadron 4/3	Gendarmerie;Military	child	1c514274-37e2-450a-8bbc-0b53856e2315	Groupement Mobile (Ségou)	Command	2017-10-09	Y		Y
2dba87f7-413a-4205-bd4a-00c56e75c65c	Escadron 4/4	Gendarmerie;Military	child	1c514274-37e2-450a-8bbc-0b53856e2315	Groupement Mobile (Ségou)	Command	2017-10-09	Y		Y
9ff7dad6-935c-4d35-91e7-ba66529e34e4	Escadron 4/6	Gendarmerie;Military	child	1c514274-37e2-450a-8bbc-0b53856e2315	Groupement Mobile (Ségou)	Command	2017-10-09	Y		Y
c05e0aa7-9ece-4eae-9fe6-bd31cf4f6762	Escadron 4/7	Gendarmerie;Military	child	1c514274-37e2-450a-8bbc-0b53856e2315	Groupement Mobile (Ségou)	Command	2017-10-09	Y		Y
83cd5bed-1594-449a-b545-6cff03e0b9dd	Escadron 4/8	Gendarmerie;Military	child	1c514274-37e2-450a-8bbc-0b53856e2315	Groupement Mobile (Ségou)	Command	2017-10-09	Y		Y
da49c96a-0e8f-4cbb-aba3-125f216089c7	Escadron 5/1	Gendarmerie;Military	child	1bc5f8fb-b1bc-4c14-80fc-07eb75382497	Groupement Mobile (Mopti)	Command	2017-10-09	Y		Y
e2cbd7e2-72bb-4116-ba38-a98d0d6f22e8	Escadron 5/10	Gendarmerie;Military	child	42d6f6d7-bbbe-482a-b9d6-c5f3c212733d	Groupement Mobile (Douentza)	Command	2017-10-09	Y		Y
bcd8065a-9a93-45e3-9604-3b362d6dd591	Escadron 5/12	Gendarmerie;Military	child	77e84ed0-705d-49ca-abd3-3177165b2aa6	Groupement Mobile (Koro)	Command	2017-10-09	Y		Y
952a9308-c561-42ed-bbab-943323f12fcc	Escadron 5/13	Gendarmerie;Military	child	42d6f6d7-bbbe-482a-b9d6-c5f3c212733d	Groupement Mobile (Douentza)	Command	2017-10-09	Y		Y
76ed13fb-ee4c-41fe-b7a2-cb49940197f9	Escadron 5/2	Gendarmerie;Military	child	77e84ed0-705d-49ca-abd3-3177165b2aa6	Groupement Mobile (Koro)	Command	2017-10-09	Y		Y
d4fd1868-cdad-43bb-af24-0eb8e9162b60	Escadron 5/3	Gendarmerie;Military	child	1bc5f8fb-b1bc-4c14-80fc-07eb75382497	Groupement Mobile (Mopti)	Command	2017-10-09	Y		Y
43226570-d09b-4774-b181-583442fb1b74	Escadron 5/4	Gendarmerie;Military	child	1bc5f8fb-b1bc-4c14-80fc-07eb75382497	Groupement Mobile (Mopti)	Command	2017-10-09	Y		Y
b75aa407-db6f-4e54-9a03-a1a8031491a1	Escadron 5/5	Gendarmerie;Military	child	77e84ed0-705d-49ca-abd3-3177165b2aa6	Groupement Mobile (Koro)	Command	2017-10-09	Y		Y
4e796fa0-deac-436c-a793-0fde3974a8d7	Escadron 5/7	Gendarmerie;Military	child	77e84ed0-705d-49ca-abd3-3177165b2aa6	Groupement Mobile (Koro)	Command	2017-10-09	Y		Y
25ad2c29-716c-488f-a58f-d5dea5c4c89a	Escadron 5/8	Gendarmerie;Military	child	42d6f6d7-bbbe-482a-b9d6-c5f3c212733d	Groupement Mobile (Douentza)	Command	2017-10-09	Y		Y
5492d077-52d0-4f96-a9dc-4bb524aa9356	Escadron 5/9	Gendarmerie;Military	child	42d6f6d7-bbbe-482a-b9d6-c5f3c212733d	Groupement Mobile (Douentza)	Command	2017-10-09	Y		Y
fb1d5f78-ce75-4a92-8d19-b57a55bf5e18	Escadron de Surveillance et d'Intervention 2/1 Est	Gendarmerie;Military	child	9e26212a-5685-4d37-8e5a-dc95224213b9	Groupement des Transports Aériens	Command	2017-10-09	Y		Y
3c847be0-ed22-455c-abfc-2a0747fd7073	Escadron de Surveillance et d'Intervention 2/2 Ouest	Gendarmerie;Military	child	9e26212a-5685-4d37-8e5a-dc95224213b9	Groupement des Transports Aériens	Command	2017-10-09	Y		Y
fef622d8-12be-4738-96b1-d00cc6c4d563	First Unnamed Groupement d’Intervention Rapide	National Guard;Military	child	af7888d6-e892-417b-8d09-b197ab071d99	Garde Nationale	Command	2018-02	N		Y
a9555059-313b-44ba-bedc-b199237f9f04	Force conjointe transfrontalière du G5 Sahel	Joint Task Force;Military;Army	child	4d86136f-1702-43f3-ab29-6abc5f95383f	Defence and Security Committee	Command			2019-06-	Y
7b6dd432-6a19-4e5b-9c9b-ddd26ce21915	Forces Armées Maliennes	Army;Air Force;Military	child	6efcd74d-32a0-4b93-99e6-0f5af657370b	Ministère de la Défense et des Anciens Combattants	Command	2010-05-	N	2017	Y
6ffcbd95-bf5f-44ac-bb48-22fe6f1d4003	Fuseau Centre	Joint Task Force;Military;Army	child	a9555059-313b-44ba-bedc-b199237f9f04	Force conjointe transfrontalière du G5 Sahel	Command	2018-01-15	N	2019-03-11	Y
9f961ba8-0bb8-4f80-b6c0-c45f01e44dd1	Fuseau Ouest	Joint Task Force;Military;Army	child	a9555059-313b-44ba-bedc-b199237f9f04	Force conjointe transfrontalière du G5 Sahel	Command	2018-05-08	N	2019-03-11	Y
af7888d6-e892-417b-8d09-b197ab071d99	Garde Nationale	National Guard;Military	child	7b6dd432-6a19-4e5b-9c9b-ddd26ce21915	Forces Armées Maliennes	Command	2018-02-	N		Y
d0b6634d-cc40-42de-b953-d77110324c9e	Gendarmerie Nationale	Gendarmerie;Military	child	7b6dd432-6a19-4e5b-9c9b-ddd26ce21915	Forces Armées Maliennes	Command	2018-02-	N		Y
e9a9b5a0-cac4-48c5-86ed-c3786d7c9f50	Groupe d'appui (Peloton de surveillance et d'intervention Légion de Gendarmerie Bamako)	Gendarmerie;Military	child	4c859181-6e63-4d65-8571-04b430601c20	Peloton de surveillance et d'intervention (Légion de Gendarmerie Bamako)	Command	2017-10-09	Y		Y
43fe1be3-7dfe-4954-a0c5-cf52f0c2a27d	Groupe d'appui (Peloton de surveillance et d'intervention Légion de Gendarmerie Gao)	Gendarmerie;Military	child	9cfea1e9-cc20-49e3-8226-3dc9f69dff94	Peloton de surveillance et d'intervention (Légion de Gendarmerie Gao)	Command	2017-10-09	Y		Y
619b9e76-587d-4d53-823e-dd41897a846f	Groupe d'appui (Peloton de surveillance et d'intervention Légion de Gendarmerie Kayes)	Gendarmerie;Military	child	23edb94b-fbd5-4b66-b086-59ef1325feeb	Peloton de surveillance et d'intervention (Légion de Gendarmerie Kayes)	Command	2017-10-09	Y		Y
4c56df3b-a572-40c4-a8af-ff5c1cc68882	Groupe d'appui (Peloton de surveillance et d'intervention Légion de Gendarmerie Kidal)	Gendarmerie;Military	child	d09fb20d-bf9a-4ddf-94f4-64be69ca6efc	Peloton de surveillance et d'intervention (Légion de Gendarmerie Kidal)	Command	2017-10-09	Y		Y
a98a375b-4a1c-4777-9eaf-c5ad0217b4a3	Groupe d'appui (Peloton de surveillance et d'intervention Légion de Gendarmerie Koulikoro)	Gendarmerie;Military	child	2aa02ce4-fea3-42cf-8ceb-96eb57c4b8d6	Peloton de surveillance et d'intervention (Légion de Gendarmerie Koulikoro)	Command	2017-10-09	Y		Y
cb8c329a-d979-421f-b32b-43e2dc0eba4a	Groupe d'appui (Peloton de surveillance et d'intervention Légion de Gendarmerie Mopti)	Gendarmerie;Military	child	faf4f343-47c4-4fb1-b361-d16e0b66dd37	Peloton de surveillance et d'intervention (Légion de Gendarmerie Mopti)	Command	2017-10-09	Y		Y
f8133693-0aec-44f2-8533-f3366df57124	Groupe d'appui (Peloton de surveillance et d'intervention Légion de Gendarmerie Ségou)	Gendarmerie;Military	child	39d82c19-bcb8-4d73-9490-b692bfd04499	Peloton de surveillance et d'intervention (Légion de Gendarmerie Ségou)	Command	2017-10-09	Y		Y
ccfb6518-d0c1-49d2-b6c2-001d023cd439	Groupe d'appui (Peloton de surveillance et d'intervention Légion de Gendarmerie Sikasso)	Gendarmerie;Military	child	625fffb9-be36-4cd9-866b-0a54e2372e2a	Peloton de surveillance et d'intervention (Légion de Gendarmerie Sikasso)	Command	2017-10-09	Y		Y
f6bbc876-b6fc-4636-a105-f14648eb291c	Groupe d'appui (Peloton de surveillance et d'intervention Légion de Gendarmerie Timbuktu)	Gendarmerie;Military	child	4d0e483a-1406-44fd-91bb-64e9f56eb423	Peloton de surveillance et d'intervention (Légion de Gendarmerie Timbuktu)	Command	2017-10-09	Y		Y
f08e933f-30c0-4ead-b60d-4c9b53e36d8a	Groupe d'Intervention (Peloton de surveillance et d'intervention Légion de Gendarmerie Bamako)	Gendarmerie;Military	child	4c859181-6e63-4d65-8571-04b430601c20	Peloton de surveillance et d'intervention (Légion de Gendarmerie Bamako)	Command	2017-10-09	Y		Y
cafa1d41-3637-42c9-be64-1ed824b0db42	Groupe d'Intervention (Peloton de surveillance et d'intervention Légion de Gendarmerie Gao)	Gendarmerie;Military	child	9cfea1e9-cc20-49e3-8226-3dc9f69dff94	Peloton de surveillance et d'intervention (Légion de Gendarmerie Gao)	Command	2017-10-09	Y		Y
de97ff0c-a31c-4ddc-a81a-414c6f5d981e	Groupe d'Intervention (Peloton de surveillance et d'intervention Légion de Gendarmerie Kayes)	Gendarmerie;Military	child	23edb94b-fbd5-4b66-b086-59ef1325feeb	Peloton de surveillance et d'intervention (Légion de Gendarmerie Kayes)	Command	2017-10-09	Y		Y
3638986b-87cb-4f54-9272-0fd4959a0d65	Groupe d'Intervention (Peloton de surveillance et d'intervention Légion de Gendarmerie Kidal)	Gendarmerie;Military	child	d09fb20d-bf9a-4ddf-94f4-64be69ca6efc	Peloton de surveillance et d'intervention (Légion de Gendarmerie Kidal)	Command	2017-10-09	Y		Y
3673d381-98a9-4838-8fbd-dd1b952a6104	Groupe d'Intervention (Peloton de surveillance et d'intervention Légion de Gendarmerie Koulikoro)	Gendarmerie;Military	child	2aa02ce4-fea3-42cf-8ceb-96eb57c4b8d6	Peloton de surveillance et d'intervention (Légion de Gendarmerie Koulikoro)	Command	2017-10-09	Y		Y
414209b0-b5bb-4eda-b8ad-9254fce335aa	Groupe d'Intervention (Peloton de surveillance et d'intervention Légion de Gendarmerie Mopti)	Gendarmerie;Military	child	faf4f343-47c4-4fb1-b361-d16e0b66dd37	Peloton de surveillance et d'intervention (Légion de Gendarmerie Mopti)	Command	2017-10-09	Y		Y
a301efe7-818b-4ed1-8a0f-83fab18ea5d2	Groupe d'Intervention (Peloton de surveillance et d'intervention Légion de Gendarmerie Ségou)	Gendarmerie;Military	child	39d82c19-bcb8-4d73-9490-b692bfd04499	Peloton de surveillance et d'intervention (Légion de Gendarmerie Ségou)	Command	2017-10-09	Y		Y
52136add-9a79-4cb2-aa18-c863dd36e1a7	Groupe d'Intervention (Peloton de surveillance et d'intervention Légion de Gendarmerie Sikasso)	Gendarmerie;Military	child	625fffb9-be36-4cd9-866b-0a54e2372e2a	Peloton de surveillance et d'intervention (Légion de Gendarmerie Sikasso)	Command	2017-10-09	Y		Y
36739d84-b65b-4d6c-839e-f1f9b6fc115e	Groupe d'Intervention (Peloton de surveillance et d'intervention Légion de Gendarmerie Timbuktu)	Gendarmerie;Military	child	4d0e483a-1406-44fd-91bb-64e9f56eb423	Peloton de surveillance et d'intervention (Légion de Gendarmerie Timbuktu)	Command	2017-10-09	Y		Y
c9de9fef-8011-45bb-b924-178f130f5821	Groupe de protection sécurité (Peloton de surveillance et d'intervention Légion de Gendarmerie Bamako)	Gendarmerie;Military	child	4c859181-6e63-4d65-8571-04b430601c20	Peloton de surveillance et d'intervention (Légion de Gendarmerie Bamako)	Command	2017-10-09	Y		Y
f960164a-d7fc-4690-9994-23d1dc7efc5b	Groupe de protection sécurité (Peloton de surveillance et d'intervention Légion de Gendarmerie Gao)	Gendarmerie;Military	child	9cfea1e9-cc20-49e3-8226-3dc9f69dff94	Peloton de surveillance et d'intervention (Légion de Gendarmerie Gao)	Command	2017-10-09	Y		Y
3ec14040-7c2d-483b-a020-837df02fde31	Groupe de protection sécurité (Peloton de surveillance et d'intervention Légion de Gendarmerie Kayes)	Gendarmerie;Military	child	23edb94b-fbd5-4b66-b086-59ef1325feeb	Peloton de surveillance et d'intervention (Légion de Gendarmerie Kayes)	Command	2017-10-09	Y		Y
2d98056a-6b91-43c5-b527-cb806f342b19	Groupe de protection sécurité (Peloton de surveillance et d'intervention Légion de Gendarmerie Kidal)	Gendarmerie;Military	child	d09fb20d-bf9a-4ddf-94f4-64be69ca6efc	Peloton de surveillance et d'intervention (Légion de Gendarmerie Kidal)	Command	2017-10-09	Y		Y
4d52c30c-2be9-4b2e-9f9a-fda85a284822	Groupe de protection sécurité (Peloton de surveillance et d'intervention Légion de Gendarmerie Koulikoro)	Gendarmerie;Military	child	2aa02ce4-fea3-42cf-8ceb-96eb57c4b8d6	Peloton de surveillance et d'intervention (Légion de Gendarmerie Koulikoro)	Command	2017-10-09	Y		Y
49632768-748b-4adc-9c65-328bd99e657b	Groupe de protection sécurité (Peloton de surveillance et d'intervention Légion de Gendarmerie Mopti)	Gendarmerie;Military	child	faf4f343-47c4-4fb1-b361-d16e0b66dd37	Peloton de surveillance et d'intervention (Légion de Gendarmerie Mopti)	Command	2017-10-09	Y		Y
15a481a6-b9c5-4dd5-8c59-28babf83d6bd	Groupe de protection sécurité (Peloton de surveillance et d'intervention Légion de Gendarmerie Ségou)	Gendarmerie;Military	child	39d82c19-bcb8-4d73-9490-b692bfd04499	Peloton de surveillance et d'intervention (Légion de Gendarmerie Ségou)	Command	2017-10-09	Y		Y
cdb9630c-cdde-46ab-8bb8-0b3cfb218cb7	Groupe de protection sécurité (Peloton de surveillance et d'intervention Légion de Gendarmerie Sikasso)	Gendarmerie;Military	child	625fffb9-be36-4cd9-866b-0a54e2372e2a	Peloton de surveillance et d'intervention (Légion de Gendarmerie Sikasso)	Command	2017-10-09	Y		Y
a3dd4859-0bdd-4b7b-979a-313f65c2bbe4	Groupe de protection sécurité (Peloton de surveillance et d'intervention Légion de Gendarmerie Timbuktu)	Gendarmerie;Military	child	4d0e483a-1406-44fd-91bb-64e9f56eb423	Peloton de surveillance et d'intervention (Légion de Gendarmerie Timbuktu)	Command	2017-10-09	Y		Y
9e26212a-5685-4d37-8e5a-dc95224213b9	Groupement des Transports Aériens	Gendarmerie;Military	child	bb9da833-8334-4e66-a53e-de40e589dd15	Légion de Gendarmerie (Bamako)	Command	2017-10-09	Y		N
1ef1e81f-0bfc-4bfb-9249-fcd99205d5d4	Groupement Mixte (Mopti)	Gendarmerie;Military	child	0b8d548c-592e-4e23-8638-dedb444968ed	Légion de Gendarmerie (Mopti)	Command	2017-10-09	Y		Y
42d6f6d7-bbbe-482a-b9d6-c5f3c212733d	Groupement Mobile (Douentza)	Gendarmerie;Military	child	0b8d548c-592e-4e23-8638-dedb444968ed	Légion de Gendarmerie (Mopti)	Command	2017-10-09	Y		Y
fb04f68c-f079-492d-9da7-abe473ba9695	Groupement Mobile (Kayes)	Gendarmerie;Military	child	0cadaa9b-a38c-4ffb-9272-3fa0ccca42a8	Unknown Légion de Gendarmerie	Command	2015-04-30	N	2019-01-19	N
77e84ed0-705d-49ca-abd3-3177165b2aa6	Groupement Mobile (Koro)	Gendarmerie;Military	child	0b8d548c-592e-4e23-8638-dedb444968ed	Légion de Gendarmerie (Mopti)	Command	2017-10-09	Y		Y
1bc5f8fb-b1bc-4c14-80fc-07eb75382497	Groupement Mobile (Mopti)	Gendarmerie;Military	child	0b8d548c-592e-4e23-8638-dedb444968ed	Légion de Gendarmerie (Mopti)	Command	2017-10-09	Y		Y
1c514274-37e2-450a-8bbc-0b53856e2315	Groupement Mobile (Ségou)	Gendarmerie;Military	child	cf989d97-6eb8-4c08-9b15-064f8aefd2ab	Légion de Gendarmerie (Ségou)	Command	2017-10-09	Y		Y
4a39a880-6b51-4b03-b70f-8a508f670021	Groupement Territoriale (Bamako)	Gendarmerie;Military	child	bb9da833-8334-4e66-a53e-de40e589dd15	Légion de Gendarmerie (Bamako)	Command	2017-10-09	Y		N
f3a857dd-b047-4631-9359-0df60fb282ee	Groupement Territoriale (Bandiagara)	Gendarmerie;Military	child	0b8d548c-592e-4e23-8638-dedb444968ed	Légion de Gendarmerie (Mopti)	Command	2017-10-09	Y		N
7e806cc7-4c45-4372-84a0-f67c4f3fae52	Groupement Territoriale (Gao)	Gendarmerie;Military	child	0941398a-ced1-4e0a-b475-896dbb57ce69	Région de Gendarmerie (Gao)	Command				N
cb8c5bc4-21df-4321-8cf6-a92cd7e8e9f8	Groupement Territoriale (Koulikoro)	Gendarmerie;Military	child	8809a207-f031-4681-8eac-d291e731013b	Unknown Région de Gendarmerie	Command				N
87840c92-c69e-4d27-b14e-0e8953bdd00b	Groupement Territoriale (Ségou)	Gendarmerie;Military	child	cf989d97-6eb8-4c08-9b15-064f8aefd2ab	Légion de Gendarmerie (Ségou)	Command	2017-10-09	Y		N
